id,vid,nid,title,additional_information,eligibility,evaluation,long_description,max_turnover,max_business_age,max_employees,max_grant_value,min_turnover,min_business_age,min_employees,min_grant_value,organiser,short_description,url,will_continue_on,contact_details
166,16539,10588,"Coalfields Funds - Yorkshire","<p>For details of eligible areas, please contact the scheme's organisers.</p> ","<p>Businesses based in Yorkshire may be eligible. Companies based outside the region may apply if:</p> <ul> <li>a proportion of their workforce are Yorkshire residents</li> <li>they use companies based in Yorkshire as suppliers</li> </ul> ",,"<p>This scheme offers venture capital to new and existing growth-orientated businesses in the coalfield areas of Yorkshire.</p> <p>Mezzanine funding may also be available for established companies.</p> ",,0,249,2000000,,0,1,40000,"Enterprise Ventures Limited","Venture capital for businesses in England's former coalfield areas",http://www.coalfieldsfunds.co.uk/,"Enterprise Ventures Limited website","Enterprise Ventures Limited info@evgroup.uk.com 01772 270 570 Preston Technology Management Ctr Marsh Lane Preston Lancashire PR1 8UQ"
167,16807,10589,"Small Business Rate Relief (SBRR) - Brent","<p>Unoccupied properties are ineligible for relief.</p> <p>Charities are ineligible.</p> <p>Applications currently reviewed annually.</p> ","<p>Applicants must have either:</p> <p>one property</p> <p>one main property and other additional properties providing those additional properties each have a rateable value of less than &amp;pound;2,600</p> ",,"<p>Rate relief is available to small businesses based in Brent.</p> ",,0,249,0,,0,1,0,"Brent Borough Council","Rate relief for small businesses located in Brent","http://www.brent.gov.uk/revsbens.nsf/nndr/LBB-26?OpenDocument&pp=200012#Small business rate relief","Brent Borough Council website","Brent Borough Council nndr@brent.gov.uk 020 8937 1525 Brent House 349-357 High Road Wembley HA9 6BZ"
168,12401,10590,"WRAP (Waste Resources Action Plan)","<p>This service is only available for businesses recycling one or more of the following materials: aggregates, glass, plastics, organics, paper, wood, tyres, plasterboard and batteries.</p> ",,,"<p>Wrap provides businesses in the UK recycling sector with advice and information via a range of business support services.</p> <p>This support is tailored to the needs of the individual business and covers four key areas:</p> <ul> <li>management - enhancing the skills of the recycling sector</li> <li>innovation - helping recycling ideas to flourish</li> <li>investment - encouraging economic growth in the recycling sector</li> <li>expertise - maximising the commercial potential of small and medium-sized enterprises (SMEs) in the recycling sector</li> </ul> ",,0,249,0,,0,1,0,"WRAP Business Development Service","Advice and information services for companies and businesses in the UK recycling sector",http://www.wrap.org.uk,"WRAP Business Development Service website","WRAP Business Development Service 0808 100 2040 The Old Academy 21 Horse Fair Banbury Oxon OX16 0AH"
169,18481,10591,"Business Services - Northern Ireland",,"<p>Businesses based in Northern Ireland may apply.</p> ",,"<p>Workspace provides a team of experienced individuals who are available to assist small businesses with such issues as:</p> <ul> <li>completing practical business plans</li> <li>training projects</li> <li>property-based community development projects</li> <li>funding mechanisms and contacts</li> </ul> ",,0,249,0,,0,1,0,Workspace,"Assistance for small businesses from a team of experienced individuals",http://www.workspace.org.uk/business-services/,"Workspace website","Workspace info@workspace.org.uk 028 7962 8113 The Business Centre 5-7 Tobermore Road Draperstown Magharafelt BT45 7AG"
170,12404,10593,"Jobcentre Plus Vacancy Filling System - UK",,,,"<p>Provides access to a dedicated recruitment service that examines employers' needs to fill vacancies quickly. The system is supported by modern technology and in-depth knowledge of local labour markets.</p> ",,0,249,0,,0,1,0,"Jobcentre Plus","Access to a dedicated recruitment service that examines employers' needs to fill vacancies quickly",http://businesslink.gov.uk/bdotg/action/layer?topicId=1083960949,"Jobcentre Plus website","Jobcentre Plus 020 7712 2171 Level 6 Caxton House Tothill Street London SW1H 9NA"
171,18421,10596,"Health and Safety Executive for Northern Ireland",,"<p>The service is provided for businesses based in Northern Ireland.</p> ",,"<p>HSENI provides businesses with information and advice regarding effective health and safety practices. There is an information and advice centre which offers the following resources:</p> <ul> <li>a reference library of health and safety materials in Northern Ireland</li> <li>health and safety video loaning service</li> <li>study area</li> <li>health and safety journals</li> <li>the opportunity to speak to an inspector on a confidential basis</li> </ul> <p>HSENI also provide a one-to-one telephone service as well as a freephone service.</p> ",,0,249,0,,0,1,0,"Health and Safety Executive for Northern Ireland","Provides businesses with health and safety information and advice",http://www.hseni.gov.uk/index.htm,"Health and Safety Executive for Northern Ireland website","Health and Safety Executive for Northern Ireland mail@hseni.gov.uk 028 9034 7440 1st Floor, Longbridge House 16-24 Waring Street Belfast BT1 2DX"
172,12410,10599,"Waste and Resources Action Plan (WRAP) AggRegain - Aggregates Information Service",,,,"<p>A free advice and information service that provides a unique source practical information on the use of recycled and secondary aggregates. The service may be accessed by any company that is interested in specifying, purchasing or supplying these types of products in the UK. Services on offer include; case studies, a supplier database, specified search, a helpline and an e-mail registration service.</p> ",,0,249,0,,0,1,0,"Waste and Resources Action Programme","Free advice and information service about recycling services",http://www.aggregain.org.uk,"Waste and Resources Action Programme website","Waste and Resources Action Programme 0808 100 2040 AggRegain The Old Academy 21 Horse Fair Banbury Oxon OX16 0AH"
173,16246,10600,"Enterprise Europe Network",,,,"<p>This London-based information centre provides expert up-to-date advice and information on the EU, including:</p> <ul> <li>public contracts</li> <li>taxation</li> <li>company law</li> <li>funding</li> <li>business opportunities</li> <li>research and development initiatives</li> </ul> ",,0,249,0,,0,1,0,"London Chamber of Commerce and Industry","Information centre providing up-to-date information on the EU, such as public contracts, taxation and company law",http://www.londonchamber.co.uk/europe/,"London Chamber of Commerce and Industry website","London Chamber of Commerce and Industry europe@londonchamber.co.uk 020 7489 1992 33 Queen Street London EC4R 1AP"
174,18476,10602,Iconnect,"<p>The availability of this scheme is subject to funding. Contact Carrickfergus Enterprise for further details.</p> ",,,"<p>This ICT initiative provides local businesses with one-to-one mentoring support, advice and training to develop ICT within their business.</p> ",,0,249,0,,0,1,0,"Carrickfergus Enterprise","One-to-one mentoring support and training for local businesses to develop their ICT",http://www.ceal.co.uk/existing_business.html,"Carrickfergus Enterprise website","Carrickfergus Enterprise info@ceal.co.uk 028 9336 9528 8 Meadowbank Road Carrickfergus BT38 8YF"
175,16178,10603,"Coleraine Enterprise Agency",,"<p>Businesses based in the Coleraine borough are eligible for this service.</p> ",,"<p>The Coleraine Enterprise Agency assists start-up businesses and small and medium-sized enterprises (SMEs), by providing them with advice, support and workshop premises.</p> ",,0,4,0,,0,1,0,"Coleraine Enterprise Agency","Advice and support for local start-up businesses",http://www.causeway-enterprise.co.uk/,"Coleraine Enterprise Agency website","Coleraine Enterprise Agency info@causeway-enterprise.co.uk 028 7035 6318 Loughanhill Industrial Estate Coleraine Co. Londonderry BT52 2NR"
176,16150,10604,"Craigavon Industrial Development Organisation",,"<p>The loan fund provides access to money for new or established businesses in Craigavon.</p> ",,"<p>The scheme provides a range of support services to businesses setting up or developing in the Craigavon District Council area. Services include:</p> <ul> <li>business skills training</li> <li>business consultancy</li> <li>business programmes</li> <li>managed workspace</li> <li>conference and meeting facilities</li> <li>business workshops and networking events</li> </ul> ",,0,49,10000,,0,1,500,"Craigavon Industrial Development Organisation","A range of support services and loans for businesses starting up or developing in the Craigavon District Council area",http://www.cido.co.uk,"Craigavon Industrial Development Organisation website","Craigavon Industrial Development Organisation info@cido.co.uk 028 3839 6520 73 Charlestown Road Craigavon County Armagh BT63 5PP"
177,18719,10605,"Newry & Mourne Co-operative & Enterprise Agency",,,,"<p>Newry &amp; Mourne Enterprise Agency provides a wide range of services to its clients throughout Northern Ireland, the Republic of Ireland, the UK and Europe.</p> <p>They offer the following help and support to new and established businesses:</p> <ul> <li>consultancy</li> <li>events management</li> <li>help finding premises</li> <li>help for community groups/businesses</li> </ul> ",,0,249,0,,0,1,0,"Newry & Mourne Co-operative and Enterprise Agency","A range of support services for small and medium-sized enterprises (SMEs)",http://www.nmea.net/,"Newry & Mourne Co-operative and Enterprise Agency website","Newry &amp; Mourne Co-operative and Enterprise Agency info@nmea.net 028 3026 7011 Enterprise House WIN Business Park Newry BT35 6PH"
178,18422,10606,"Enterprise Northern Ireland",,"<p>Businesses based in Northern Ireland may be eligible for help and support.</p> ",,"<p>Enterprise Northern Ireland is an economic development organisation focusing on entrepreneurship, business start up and business development across all sectors.</p> ",,0,249,0,,0,1,0,"Enterprise Northern Ireland","Helps businesses in Northern Ireland to start up or grow",http://www.enterpriseni.com,"Enterprise Northern Ireland website","Enterprise Northern Ireland pa@enterpriseni.com 028 7776 3555 Aghanloo Industrial Estate Aghanloo Road Limavady BT49 0HE"
179,12418,10607,"Antrim Enterprise Agency",,"<p>Businesses based in County Antrim are eligible for support.</p> ",,"<p>The Antrim Enterprise Agency provides a full range of support to new and existing businesses. The support available includes:</p> <ul> <li>product development</li> <li>management development</li> <li>e-commerce or business mentors</li> <li>business information</li> <li>advice and support or pre-start training</li> <li>marketing and financial advice</li> <li>software and IT training</li> </ul> ",,0,249,0,,0,1,0,"Antrim Enterprise Agency","A full range of support to pre-start, start-up and established businesses in County Antrim",http://www.antrimenterprise.com,"Antrim Enterprise Agency website","Antrim Enterprise Agency admin@antrimenterprise.com 028 9446 7774 58 Greystone Road Antrim County Antrim BT41 1JZ"
180,18475,10608,"Work West",,,,"<p>Work West seeks to improve the economic and social profile of West Belfast by motivating and enabling enterprising people to establish and expand job creating businesses.</p> <p>Work West provides aspiring entrepreneurs and businesses with a wide range of services which include the following:</p> <ul> <li>provision of quality workspace</li> <li>secretarial services and training facilities</li> <li>a structured programme of outreach and awareness raising in the local community of the benefits of self employment</li> <li>business advice and training for those considering setting up a small venture</li> <li>support through mentoring and training for businesses with growth ambitions</li> <li>tailored one to one and group support for organisations interested in becoming active with the social economy sector</li> <li>financial assistance through access to the Enterprise Northern Ireland Loan Fund</li> </ul> ",,0,249,0,,0,1,0,"Work West","Work West seeks to improve the economic and social profile of West Belfast by motivating and enabling enterprising people to establish and expand job creating businesses",http://www.workwest.co.uk,"Work West website","Work West info@workwest.co.uk 028 9061 0826 301 Glen Road Belfast BT11 8BD"
181,16416,10609,"Fermanagh Enterprise Limited",,"<p>Applicants must be based in rural areas of Fermanagh.</p> ",,"<p>The scheme provides support and guidance to businesses starting or expanding businesses in rural areas of Fermanagh.</p> ",,0,249,0,,0,1,0,"Fermanagh Enterprise Ltd","Support and guidance for pre-start, start up and growth businesses in Fermanagh",http://www.fermanaghenterprise.com/index.php?option=com_content&task=view&id=11&Itemid=49,"Fermanagh Enterprise Ltd website","Fermanagh Enterprise Ltd info@fermanaghenterprise.com 028 6632 7348 Enniskillen Business Centre Lackaghboy Industrial Estate Tempo Road Enniskillen County Fermanagh BT74 4RL"
182,18423,10611,"Ulster Community Investment Trust",,"<p>Businesses must be based in Northern Ireland.</p> ",,"<p>Community Enterprises in Northern Ireland may receive free advice, training and mentoring to help them move from grant dependency towards commercial sustainability. The main aim of the trust is to create jobs, income and wealth essential to long term stability.</p> ",,0,249,0,,0,1,0,"Ulster Community Investment Trust","Community enterprises in Northern Ireland may receive free advice, training and mentoring to help them move from grant dependency towards commercial sustainability",http://www.ucitltd.com,"Ulster Community Investment Trust website","Ulster Community Investment Trust 028 9031 5003 13-19 Linenhall Street Belfast BT2 8AA"
183,16330,10613,"East Belfast Enterprise Park",,,,"<p>East Belfast Enterprise Park provides pre-start-up business advice and training to anybody wishing to start their own business. They also provide advice for anybody who wants to improve or develop an existing business.</p> ",,0,249,0,,0,1,0,"East Belfast Enterprise Park","Business advice and training for pre-start-up and existing businesses",http://www.eastbelfast.org/index.htm,"East Belfast Enterprise Park website","East Belfast Enterprise Park info@eastbelfast.org 028 9045 5450 308 Albertbridge Road Belfast Northern Ireland BT5 4GX"
184,16195,10615,"Cookstown Enterprise Centre",,"<p>Businesses must be based in the Cookstown area.</p> ",,"<p>The scheme provides a range of administrative services to small businesses, these include:</p> <ul> <li>telephone answering service</li> <li>fax facilities</li> <li>internet access</li> <li>conference facilities</li> <li>bookkeeping service</li> </ul> ",,0,249,0,,0,1,0,"Cookstown Enterprise Centre","Provides a range of office services to businesses who don't employ full-time office staff",http://www.cookstownenterprise.com,"Cookstown Enterprise Centre website","Cookstown Enterprise Centre info@cookstownenterprise.com 028 8676 3660 Cookstown Enterprise Centre Derryloran Industrial Estate Sandholes Road Cookstown Co. Tyrone BT80 9LU"
185,18742,10616,"Omagh Enterprise Company",,,,"<p>The scheme provides advice and support for starting a new business or developing an existing one. The training and advice provided deals with issues such as:</p> <ul> <li>sales and marketing</li> <li>finance and management</li> <li>legal and statutory issues</li> <li>general business practices</li> <li>ICT support</li> </ul> ",,0,249,0,,0,1,0,"Omagh Enterprise Company","Advice and support for those starting a new business or developing an existing one",http://www.oecl.co.uk,"Omagh Enterprise Company website","Omagh Enterprise Company 028 8224 9494 Great Northern Road Omagh County Tyrone BT78 5LU"
186,18473,10617,"IT Support - Banbridge",,"<p>Applicants must be based in the Banbridge area.</p> ",,"<p>The scheme provides businesses with a range IT support services to support them, this includes:</p> <ul> <li>email and file management</li> <li>profit generation from websites advice</li> <li>bookkeeping</li> <li>database support</li> </ul> ",,0,249,0,,0,1,0,"Banbridge District Enterprises Limited","Provides a range of IT services to support businesses",http://www.bdelonline.com/services/index.asp,"Banbridge District Enterprises Limited website","Banbridge District Enterprises Limited info@bdelonline.com 028 4066 2260 Scarva Road Industrial Estate Banbridge County Down BT32 3QD"
187,12429,10618,"Larne Enterprise Development Company",,,,"<p>Larne Enterprise Development Company Ltd (Ledcom) is a centre of excellence providing an effective local focus for business support, acting as a catalyst for local economic development.</p> <p>The following programmes are currently available:</p> <ul> <li>Start a Business Programme</li> <li>Local Economic Development Programme</li> <li>New Deal</li> <li>Tradebridge</li> <li>Carolinas Northern Ireland Trade Association (CANITA)</li> <li>ICT Training</li> <li>Social Entrepreneurship Programme</li> <li>Exploring Enterprise Programme</li> </ul> ",,0,249,0,,0,1,0,"Larne Enterprise Development Company","A centre of excellence providing an effective local focus for business support",http://www.ledcom.org,"Larne Enterprise Development Company website","Larne Enterprise Development Company info@ledcom.org 028 2827 0742 Ledcom Industrial Estate Bank Road Larne County Antrim BT40 3AW"
188,16056,10620,"Ards Business Centre Limited",,,,"<p>Ards Business Centre is the Enterprise Agency serving the Ards Borough Area in Northern Ireland. Services include:</p> <ul> <li>training</li> <li>administration</li> <li>support</li> <li>consultancy services</li> </ul> ",,0,249,0,,0,1,0,"Ards Business Centre","A complete range of services from business support services to training and advisory services",http://www.ardsbusiness.com,"Ards Business Centre website","Ards Business Centre info@ardsbusiness.com 028 9181 9787 Jubilee Road Newtownards County Down BT23 4YH"
189,18477,10621,"Castlereagh Enterprises Limited",,"<p>Businesses must be based in the Castlereagh area.</p> ",,"<p>The scheme provides a range of support services to businesses in the Castlereagh area, these include:</p> <ul> <li>low cost business units</li> <li>telephone answering facilities</li> <li>hire conference facilities</li> <li>business start planning</li> </ul> ",,0,249,0,,0,1,0,"Castlereagh Enterprises Limited","A range of support and services to aid economic development and job creation in the Castlereagh Borough Council area",http://www.castlereagh.com/programmes/index.asp,"Castlereagh Enterprises Limited website","Castlereagh Enterprises Limited 028 9055 7557 Dundonald Enterprise Park Carrowreagh Road Dundonald BT16 1QT"
190,18694,10622,"North City Business Centre  ",,"<p>Businesses must be based in the North Belfast area.</p> ",,"<p>The scheme provides businesses with a range of support services to help them grow, these include:</p> <ul> <li>professional advice, training and support available to new and developing businesses</li> <li>serviced workspace</li> <li>access to business growth programmes, including microtrade and tradelinks</li> </ul> ",,0,249,0,,0,1,0,"North City Business Centre Ltd","Professional advice, training and support available for new and developing businesses",http://www.north-city.co.uk/,"North City Business Centre Ltd website","North City Business Centre Ltd mailbox@north-city.co.uk 028 9074 7470 2 Duncairn Gardens Belfast BT15 2GG"
191,18733,10623,"Ormeau Enterprises",,,,"<p>The Ormeau Business Parks aim is to promote economic development and job creation in South Belfast through the provision of support to aid the start up and growth of business. The Business Park offers managed workspace, short term leases at highly competitive rentals, full secretarial and administration support and free advice and support to anyone in business or just thinking about it.</p> ",,0,249,0,,0,1,0,"Ormeau Enterprises Ltd","Promotes economic development and job creation in South Belfast through a range of business support services",http://www.ormeaubusinesspark.com/,"Ormeau Enterprises Ltd website","Ormeau Enterprises Ltd info@ormeaubusinesspark.com 028 9033 9906 Ormeau Business Park 8 Cromac Avenue Belfast BT7 2JA"
192,18853,10631,"Skillset UK",,,,"<p>Skillfast UK is the Sector Skills Council for apparel, footwear, textiles and related businesses.</p> <p>As a Sector Skills Council, they exist to help employers to compete in a global market, by ensuring access to a skilled workforce, capable of delivering added-value products and services.</p> ",,0,249,0,,0,1,0,"Skillset UK","Provides access to a skilled workforce, capable of delivering added-value products and services",http://www.skillset.org/fashion_and_textiles/,"Skillset UK website","Skillset UK info@skillset.org 020 7713 9800 Focus Point 21 Caledonian Road London N1 9GB"
193,18425,10635,"Women In Business Network",,"<p>Applicants must be based in Northern Ireland.</p> ",,"<p>The Women in Business Network is a unique business network, run by women in business for women in business in Northern Ireland. This network:</p> <ul> <li>supports and encourages accelerated business growth for all women in business</li> <li>openly shares challenges met and solutions found</li> <li>is member focused</li> <li>understands the issues faced by women running their own businesses</li> </ul> ",,0,249,0,,0,1,0,"Women in Business","Business network for women in business in Northern Ireland",http://www.womeninbusinessnetwork.org.uk,"Women in Business website","Women in Business 0845 607 6041 PO Box 668 Belfast Co.Down BT5 4GX"
194,18426,10636,"Delivery and Innovation Division","<p>Policy development and technical and business support services are available to the NICS, as well as customer-facing telephony and online services to Northern Ireland citizens.</p> ",,,"<p>The Delivery and Innovation Division (DID) provides a range of specialist business services to the Northern Ireland Civil Service (NICS). The services include:</p> <ul> <li>e-Government policy</li> <li>strategic programmes</li> <li>business consultancy</li> <li>ICT shared services</li> </ul> ",,0,249,0,,0,1,0,"Department of Finance and Personnel","A range of specialist business services for organisations in Northern Ireland",http://www.dfpni.gov.uk/index/delivery-and-innovation,"Department of Finance and Personnel website","Department of Finance and Personnel info.did@dfpni.gov.uk 028 9081 6000 Clare House 303 Airport Road West Belfast BT3 9ED"
195,18427,10638,"InterTradeIreland Acumen",,,,"<p>InterTrade Ireland helps strengthen individual businesses and promotes the value of growth sectors to make the island more competitive in a global economy. They help individual businesses access knowledge and share information so they can build alliances and become more profitable and competitive. Through creating and fostering networks of people and businesses in key sectors they help them develop significant business opportunities. And make sure policy planning is based on a real understanding of the needs of business across the whole island by connecting business, policy makers and government.</p> ",,0,249,8000,,0,1,0,"InterTradeIreland Acumen","Intertrade Ireland helps strengthen individual businesses and promotes the value of growth sectors to make the island more competitive in a global economy",http://www.intertradeireland.com/,"InterTradeIreland Acumen website","InterTradeIreland Acumen info@intertradeireland.com 028 3083 4100 The Old Gasworks Business Park Kilmorey Street Newry County Down BT34 2DE"
196,18428,10639,"Central Procurement Directorate",,,,"<p>The Central Procurement Directorate (CPD) provides a procurement service to Northern Ireland Departments and other public sector bodies in respect of a wide range of supplies and service types ensuring best value for money, legal compliance and competitiveness.</p> <p>The types of supplies that can be procured via CPD include:</p> <ul> <li>IT hardware, software and services</li> <li>office furniture and equipment</li> <li>commodities</li> <li>direct labour supplies</li> <li>vehicle parts</li> <li>specialist requirements</li> </ul> ",,0,249,0,,0,1,0,"Department of Finance and Personnel","Advice, guidance and business opportunities for the private and public sector",http://www.cpdni.gov.uk,"Department of Finance and Personnel website","Department of Finance and Personnel procure.info@dfpni.gov.uk 028 9081 6200 Clare House 303 Airport Road West Belfast BT3 9ED"
197,16635,10640,"Foundation East",,"<p>Businesses must be based in Cambridgeshire, Norfolk, Suffolk, Essex, Hertfordshire or Bedfordshire.</p> ",,"<p>Foundation East lends money to new and existing businesses and to social enterprises who cannot get a loan from a bank, or need to raise additional funds to match bank lending.</p> ",,0,249,50000,,0,1,500,"Foundation East","Offers loans to new and existing businesses in Hertfordshire, Bedfordshire, Suffolk, Norfolk, Cambridgeshire and Essex",http://www.foundationeast.org/page/business-loans,"Foundation East website","Foundation East 0845 293 7751 Saxon House 7 Hillside Road Bury St Edmonds Suffolk IP32 7EA"
198,16108,10641,"Start Up Course - Neath Port Talbot","<p>The course is aimed at those:</p> <ul> <li>planning to turn a hobby or skill into a business, or</li> <li>who may be thinking of becoming freelance in their current industry, or</li> <li>looking for a complete change in direction, or</li> <li>who have identified an opportunity and will need to employ staff and find suitable premises, or</li> <li>trying to decide if going into business is the right decision for them.</li> </ul> ","<p>Applicants must live in the Neath Port Talbot area.</p> ",,"<p>An informal three-day course, aimed at anyone who is thinking of becoming self employed or setting up a business in Neath Port Talbot. The course has been designed for people with no previous business knowledge or experience.</p> ",,0,4,0,,0,1,0,"Business Connect Neath Port Talbot","The essential issues involved in running a successful business",http://www.bcnpt.co.uk/,"Business Connect Neath Port Talbot website","Business Connect Neath Port Talbot admin@bcnpt.co.uk 01792 817 575 Britannic House Britannic Way Llandarcy Neath SA10 6EL"
199,16859,10643,"Town Improvement Grant - Bridgend, Garw Valley, Maesteg & Porthcawl",,"<p>Business must be located with designated Town Centre Improvement Grant areas of:</p> <ul> <li>Bridgend</li> <li>Garw Valley</li> <li>Maesteg</li> <li>Porthcawl</li> </ul> ",,"<p>The town improvement grant is available for designated areas for improving commercial and other town centre premises.</p> ",,0,249,0,,0,1,0,"Bridgend County Borough Council","Grants to aid with the regeneration of the Bridgend area",http://www.bridgend.gov.uk/Web1/groups/public/documents/services/001126.hcsp,"Bridgend County Borough Council website","Bridgend County Borough Council physicalregeneration@bridgend.co.uk 01656 815 201 Civic Offices Angel Street Bridgend CF31 4WB"
200,12455,10644,NESTA,,"<p>Businesses must be UK-based, in early stages with commercial potential.</p> ",,"<p>The scheme supports talent, innovation and creativity within the UK. It aims to:</p> <ul> <li>develop skills, knowledge and attitudes</li> <li>shape national and regional policies</li> <li>create models and initiatives</li> </ul> ",,0,0,0,,0,0,0,NESTA,"National Endowment for Science, Technology and the Arts",http://www.nesta.org.uk,"NESTA website","NESTA 020 7438 2500 1 Plough Place London EC4A 1DE"
201,16578,10645,"Cumbria Asset Reinvestment Trust (CART)","<p>Loan assistance available for creating social improvement and business development returns.</p> ","<p>For businesses in Cumbria.</p> <p>Businesses will need to prove that they have been rejected by a mainstream lender.</p> ",,"<p>Provides loans to businesses who have otherwise found it difficult to attain financial aid. Businesses may:</p> <ul> <li>have a poor track business record</li> <li>have a lack of security</li> </ul> ",,0,249,30000,,0,1,500,CART,"Financial aid to create social improvement and business development",http://www.ccart.org.uk,"CART website","CART enquiries@ccart.org.uk 01768 867 118 The Office Mardale Road Penrith Cumbria CA11 9EH"
202,17385,10646,"Community Development Finance Institutions",,,,"<p>Provides loan funds to businesses who have been unable to secure financing from traditional sources.</p> <p>The funds can be used to cover:</p> <ul> <li>renting premises</li> <li>buying equipment</li> <li>cashflow</li> </ul> ",,0,249,50000,,0,1,1000,Impetus,"Funds for businesses who have been unable to secure financing from mainstream sources",http://www.impetus-marches.co.uk/home_page.htm,"Impetus website","Impetus info@impetus-marches.co.uk 01386 556 000 The Garden House Queen Elizabeth Drive Pershore Worcestershire WR10 1PZ"
203,17344,10647,"Film Tax Relief",,"<p>The films that qualify for the relief are British films that are intended to be shown commercially in cinemas and of whose total production costs at least 25 per cent relate to activities in the UK.</p> ",,"<p>The scheme will provide tax relief to films produced in Britain.</p> ",,0,249,0,,0,1,0,"HM Revenue & Customs","Tax relief for films produced in Britain",http://www.hmrc.gov.uk/films/,"HM Revenue & Customs website","HM Revenue &amp; Customs 0161 288 6310 Manchester Film Tax Credit Unit Albert Bridge House 1 Bridge Street Manchester M60 9AF"
204,19282,10648,"Centre For Materials Discovery - Merseyside",,"<p>Businesses must be based within the Merseyside region.</p> ",,"<p>The scheme provides access to research facilities and academic expertise. This enables applicants to apply state-of-the-art techniques to the discovery of new functional materials for applications such as:</p> <ul> <li>energy storage</li> <li>medicine</li> <li>consumer products</li> <li>communications technology</li> </ul> ",,0,249,0,,0,1,0,"The Centre for Materials Discovery","Access to state-of-the-art research facilities and academic expertise",http://www.materialsdiscovery.com,"The Centre for Materials Discovery website","The Centre for Materials Discovery 0151 795 2300 Crown Street Liverpool L69 7ZD"
205,12460,10649,"Enterprise Leeds",,"<p>Some of the support is postcode based for residents in Leeds. It will require a postcode to check eligibility.</p> ",,"<p>The website provides a guide to a wide range of business support services available in Leeds.</p> <p>The support offered includes:</p> <ul> <li>start-up advice</li> <li>enterprise coaching</li> <li>access to finance</li> <li>details of business centres for work space, hot desking, office hire and meeting rooms</li> <li>access to market stalls for business</li> <li>case studies</li> </ul> ",,0,249,0,,0,1,0,"Leeds City Council","Business help and support provided by a number of organisations in Leeds",http://www.enterpriseleeds.co.uk,"Leeds City Council website","Leeds City Council support@sharingthesuccess.co.uk 0113 220 6359 Enterprise Support Team White Rose House 28a York Place Leeds LS1 2EZ"
206,16479,10651,"Arts and Culture Programme - Derry",,"<p>Applicants must be based in the Derry area.</p> ",,"<p>This scheme supports projects which:</p> <ul> <li>encourage the appreciation of cultural diversity</li> <li>encourage debate relating to issues of cultural identity</li> <li>promote, develop and encourage greater participation of everyone in cultural activities</li> <li>support activities and programmes that allow for the expression of different cultural identities</li> </ul> ",,0,249,0,,0,1,0,"Derry City Council","Funding for arts and cultural projects in the Derry area",http://www.derrycitygrantaid.com/programmedetails.asp,"Derry City Council website","Derry City Council info@derrycity.gov.uk 028 7136 5151 98 Strand Road Derry BT48 7NN"
207,16649,10652,"Heritage and Museum Services Programme - Derry","<p>Calls for grant applications occur annually. See the organiser's website for further details.</p> ","<p>Applicants must be based in the Derry area.</p> ",,"<p>This scheme provides funding for projects that:</p> <ul> <li>increase awareness of local history</li> <li>develop an understanding and appreciation of cultural and historical issues</li> <li>promote cross-community relations through heritage or cultural projects</li> <li>participate in activities that positively reflect the range of cultural heritage</li> <li>commemorate specific events or traditions</li> </ul> ",,0,249,0,,0,1,0,"Derry City Council","Funding for heritage and museum services in the Derry area",http://www.derrycitygrantaid.com/programmedetails.asp,"Derry City Council website","Derry City Council info@derrycity.gov.uk 028 7136 5151 98 Strand Road Derry BT48 7NN"
208,18765,10657,"North Staffordshire Risk Capital Fund",,"<p>Applicants must be based in North Staffordshire.</p> ",,"<p>The scheme will look to provide loans to start-up businesses usually based in the knowledge-based and innovative markets.</p> ",,0,249,50000,,0,1,10000,"North Staffordshire Risk Capital Fund","Loans for companies that have been trading for fewer than three years in order to help growth",http://www.nsrcf.co.uk/borrowing.htm,"North Staffordshire Risk Capital Fund website","North Staffordshire Risk Capital Fund info@nsrcf.co.uk 01782 266 408 5 Ridge House Drive Festival Park Hanley Stoke-on-Trent Staffordshire ST1 5BE"
209,16831,10658,"Support for Apprentices",,"<p>In order to qualify for the grant a business must provide:</p> <ul> <li>approved training</li> <li>the work-based learning provider used</li> <li>register the apprentice onto an approved scheme</li> </ul> ",,"<p>The scheme provides grants to enable businesses to take on apprentices and provide full training for them.</p> ",,0,249,0,,0,1,0,CITB-ConstructionSkills,"Grants and training for apprentices in the construction industry",http://www.cskills.org/apprenticeships/index.aspx,"CITB-ConstructionSkills website","CITB-ConstructionSkills 01485 577 577 Bircham Newton Kings Lynn Norfolk PE31 6RH"
210,16862,10659,"Training for Existing Staff","<p>Provides both on and off the job training.</p> ",,,"<p>The scheme provides funds to enable businesses to help their employees gain extra qualifications, which include:</p> <ul> <li>health and safety test</li> <li>NVQ/SVQ Level 2 achievement</li> <li>NVQ/SVQ Level 3 achievement</li> </ul> ",,0,249,0,,0,1,0,CITB-ConstructionSkills,"Grants so businesses can offer extra training for its employees",http://www.cskills.org/supportbusiness/courses/index.aspx,"CITB-ConstructionSkills website","CITB-ConstructionSkills 01485 577 577 Bircham Newton Kings Lynn Norfolk PE31 6RH"
