id,vid,nid,title,additional_information,eligibility,evaluation,long_description,max_turnover,max_business_age,max_employees,max_grant_value,min_turnover,min_business_age,min_employees,min_grant_value,organiser,short_description,url,will_continue_on,contact_details
854,20014,13037,"Business improvement training programme","<p>There are no minimum or maximum levels of support, however any single offer in excess of €2.0m must be notified to the European Commission.</p>",,"<p>To be eligible for the scheme&nbsp;the enterprise must:</p><ul><li>meet Invest NI’s client conditions&nbsp;(See website for further information)</li><li>all trainiees supports must be located in Northern Ireland</li></ul>","<p>The Business improvement training programme gives financial support to Invest NI clients. The purpose is to provide a financial incentive to private sector and social enterprises to support the development of key skills within organisations.</p>",,0,0,0,,0,0,0,"Skills and Strategy Division - Invest Northern Ireland (NI)",,http://www.boostingbusinessni.com/skills/,"Skills and Strategy Division - Invest Northern Ireland (NI) website","Skills and Strategy Division - Invest Northern Ireland (NI)
Bedford Square, Bedford Street, BELFAST, BT2 7ES 0800 181 4422"
855,20015,13038,"Collaborative network programme","<p>Grant funding is limited to 50 per cent&nbsp;of eligible costs up to a limit of:</p><ul><li>£25 thousand for a Phase 1 scoping study</li><li>£250 thousand for a Phase 2 full facilitation network</li></ul><p>The 50 per cent of funding coming from the private sector may take the form of cash or salaried contribution (based on actual salaries)</p>","<p>A collaborative network must have a minimum of&nbsp;four Northern Ireland companies, one of which will act as the lead company to take on the responsibility of the Invest NI letter of offer.</p>",,"<p>The Collaborative network programme supports the facilitation of networks within companies.</p><p>Through collaboration companies are enabled to gain:</p><ul><li>access to new markets</li><li>increase market share</li><li>gain new skills</li><li>reduce costs</li><li>share resources</li></ul><p>To enable this collaboration the programme supports the facilitation resource needed to coordinate and manage the collaborative network of companies. Other stakeholders such as research institutes, trade bodies and organisations outside NI may also be network members.</p>",,0,0,0,,0,0,0,"Invest Northern Ireland (NI)",,http://www.investni.com/index/already/product/collaborative_working.htm,"Invest Northern Ireland (NI) website","Invest Northern Ireland
Bedford Square, Bedford Street, Belfast BT2 7ES 0800 181 4422
bisinfo@investni.com"
856,20016,13039,"Enterprise Europe network - Northern Ireland","<p>Help is also available to organise sector focussed company missions to visit regions of interest throughout Europe.</p><p>Services include:</p><ul><li>information on European legislation,&nbsp;cooperation and internationalisation services</li><li>innovation, technology and knowledge transfer services</li><li>information and support for accessing Framework Programme 7 R&amp;D funding</li><li>access to an extensive network of contacts and expertise from across Europe.</li></ul>","<p>The scheme is aimed at small and medium enterprises, but also open to large companies, research institutes, and Universities.</p>",,"<p>This scheme offers extensive business and innovation network spanning with Europe and beyond.&nbsp;Advisors work with companies and research organisations to help access information and build collaborative partnerships internationally, through workshops on specific topics.The Enterprise Europe network team is made up of&nbsp;specialised and experienced personnel who can assess the requests, needs and potential of each company.</p>",,0,0,0,,0,0,0,"Invest Northern Ireland",,http://www.enterpriseeuropeni.com/inx/,"Invest Northern Ireland website","Invest Northern Ireland
BT2 7ES
0800 181 4422
enterprise.europeni@investni.com "
857,20382,13041,"ICT Advisors – Invest Northern Ireland (NI)",,"<p>The service is targeted towards Invest Northern Ireland customers-businesses that can show they intend to sell outside Northern Ireland, actively pursuing growth plans and will contribute to increasing productivity and innovation in Northern Ireland.</p>",,"<p>This scheme offers an ICT advisory service, which&nbsp;provides impartial advice to Invest Northern Ireland customers on how to make best usage of IT solutions within organisations.</p><p>Advice is available on various topics including:</p><ul><li>accounts software</li><li>e-commerce solutions</li><li>other business IT solutions</li></ul>",,0,250,0,,0,1,0,"Invest Northern Ireland",,http://www.investni.com/index/already/maximising/using_ict_and_e-business.htm,"Invest Northern Ireland website","Invest Northern Ireland
Bedford square
Bedford Street
Belfast
BT2 7ES
0800 181 4422
ebusiness@investni.com
"
858,20383,13042,"Management information scheme – Invest Northern Ireland",,"<p>To be eligible organisations must:</p><ul><li>show that it intends to sell outside Northern Ireland</li><li>is actively pursuing growth plans and will contribute to increasing productivity and innovation in Northern Ireland</li><li>be a small to medium size enterprise (SME)</li></ul><p>Before offering any financial support an advisor will do an appraisal of an organisations proposed ICT project.</p><p>&nbsp;If eligible funding may be offered for: &nbsp;</p><ul><li>software</li><li>installation/implementation</li><li>associated ICT training</li></ul>",,"<p>This scheme offers funding to help businesses in Northern Ireland take advantage of information and communication technology (ICT) that can deliver benefits to organisations.</p><p>Projects include:</p><ul><li>accounts/order processing software</li><li>e-commerce websites</li><li>CRM software</li><li>ERP and MRP systems</li></ul><p>Funding typically covers software licence, implementation, customisation and user training of the software</p>",,0,250,25000,,0,1,1500,"Invest Northern Ireland",,http://www.investni.com/index/already/maximising/using_ict_and_e-business.htm,"Invest Northern Ireland website","Invest Northern Ireland
Bedford square
Bedford Street
Belfast
BT2 7ES
0800 181 4422
ebusiness@investni.com
"
859,20021,13044,"Skills and knowledge workshops",,"<p>The workshops are open to all export-focused businesses from any sector, involved in manufacturing or tradeable services.</p>",,"<p>This programme allows organisations who are inexperienced in&nbsp;exporting, develop and strengthen exporting skills. This enables more experienced exporters to refresh and update knowledge of best practice in this area.</p><p>&nbsp;&nbsp;</p>",,0,249,0,,0,1,0,"Invest Northern Ireland",,http://www.investni.com/index/grow/trade/exportworkshops.htm,"Invest Northern Ireland website","Invest Northern Ireland
Trade Team
Invest NI
Bedford Square
Bedford Street
Belfast
BT2 7ES
0800 181 4422
exportworkshops@investni.com 

"
860,20022,13045,"Arts & Business Cymru Investment Programmes 2012-13 - CultureStep",,"<p>In-kind investment can be included within a project as an element of the business contribution.&nbsp; In exceptional circumstances, the panel will consider partnerships which involve 100% in-kind investment.&nbsp; Such proposals must demonstrate the real cost to the business and will be judged on a case by case basis.</p>",,"<p>Applications to CultureStep must address at least one of the following priorities:</p><ul><li>enabling social inclusion, access and outreach</li><li>enabling activity in priority areas of Wales (Community First Areas)</li><li>contributing to the Arts &amp; Health agenda</li><li>supporting diversity</li><li>contributing to environmental regeneration</li><li>promoting equal status for the Welsh Language</li><li>using the arts to motivate, develop and train business’ staff</li><li>providing training &amp; development opportunities for people in the community</li><li>encouraging business investment into the arts from outside Wales</li></ul><p>All projects must demonstrate:</p><ul><li>clear business objectives for investing in the partnership</li><li>the potential to develop a clear sustainable relationship between both parties</li><li>value for money</li><li>the ability to manage and deliver the partnership</li><li>appropriate plans for crediting and evaluation</li></ul><p>All CultureStep applicants will be assigned an Arts and Business (A&amp;B) Cymru Manager to advise both partners throughout the process. Decisions are taken by the A&amp;B Cymru Investment Panel, made up of senior representatives from business, the arts and the public sector and chaired by A&amp;B Cymru’s Chief Executive.&nbsp; The panel will meet&nbsp;four times between June 2012 – March 2013.</p><p>Meeting dates and application deadlines can be found on A&amp;B Cymru's website.</p>",,0,0,0,,0,0,0,"Welsh Government",,http://www.artsandbusiness.org.uk/News/2012/May/cymru-investment-programmes.aspx,"Welsh Government website",
861,20023,13046,"Sustainable productivity programme",,"<p>Open to all businesses in Northern Ireland depending on the level of resource use and savings that might be identified and achieved.</p>",,"<p><span style=""color: windowtext; font-size: 10pt;"">Invest NI can provide tailored support to appropriate businesses to assess energy, water and materials use with a view to identifying and prioritising projects that will reduce the cost of resource consumption. </span></p><p class=""Default""><span style=""color: windowtext; font-size: 10pt;"">Companies with annual expenditure of more than £30 thousand on water, energy, waste and raw materials will be able to have support on a De Minimis* basis - this expenditure threshold may change depending on the level of demand and the available resource within the Invest NI team. </span></p><p class=""Default""><span style=""color: windowtext; font-size: 10pt;""></span><span style=""color: windowtext; font-size: 10pt;"">Up to 5 days technical consultancy can be offered free of charge to help qualifying businesses identify, prioritise and take action on projects that will realise resource cost savings in a timely and cost effective way. This support can help businesses address a wide range of technical questions and amongst other examples can include surveys of resource use and prioritisation of projects based on their cost effectiveness, equipment specification and identification of suppliers of equipment to save water, energy or materials. </span></p><p class=""Default""><span style=""color: windowtext; font-size: 10pt;"">Invest NI also provides the funding for interest free energy efficiency loans for businesses that are managed by Carbon Trust. This funding option offers unsecured loans from three thousand to £400 thousand over 4 years to help Northern Ireland businesses install energy saving equipment. The size of loan available will depend on the energy saving potential of any particular project - please refer to the website for further details.</span></p>",,0,0,400000,,0,0,0,"Invest Northern Ireland (NI)",,http://www.investni.com/sustainable_development_support_tpd_may_12.pdf,"Invest Northern Ireland (NI) website","Invest Northern Ireland
Bedford Square, Bedford Street, Belfast, BT2 7ES
028 9069 8868
sustainabledev@investni.com

"
862,20024,13047,"Arts & Business Cymru Investment Programme - Arts & Kids Invest",,"<p>The focus of Arts &amp; Kids <strong>Invest</strong> is firmly on children and young people experiencing disadvantage.&nbsp;All projects must aim to combat this disadvantage and make a real difference to young people's lives through engagement with the arts.&nbsp;Examples of such disadvantage includes:</p><ul><li>Illness, distress, abuse or neglect</li><li>Any kind of disability</li><li>Behavioural or psychological difficulties</li><li>Living in poverty or situations of deprivation</li></ul><p>Applications to Arts &amp; Kids <strong>Invest</strong> must also fulfil <strong><u>all</u></strong> the following criteria:</p><ul><li>all young people benefitting from Arts &amp; Kids <strong>I</strong><strong>nvest</strong> must be aged 19 or younger</li><li>all projects must be participatory</li><li>all projects must be devised and delivered by professional arts practitioners who have a proven track record in delivering projects for young people</li><li>all applicants must have a written child protection policy in place</li><li>all applicants must have at least 50% of the project funding from a business partner</li></ul><p><strong>All projects must also demonstrate: </strong></p><ul><li>clear business objectives for investing in the partnership</li><li>the potential to develop a clear sustainable relationship between both parties</li><li>value for money</li><li>the ability to manage and deliver the partnership</li><li>appropriate plans for crediting and evaluation</li></ul><p>&nbsp;</p>",,"<p>Through Arts &amp; Kids <strong>Invest</strong>, Arts &amp; Business (A&amp;B) Cymru aims to encourage new sponsorship and grow established business engagement with the arts for the benefit of future generations in communities across Wales.</p><p>All Arts &amp; Kids <strong>Invest</strong> applicants will be assigned an A&amp;B Cymru Manager to advise both partners throughout the process. Decisions are taken by the A&amp;B Cymru Investment Panel, made up of senior representatives from business, the arts and the public sector and chaired by A&amp;B Cymru’s Chief Executive.&nbsp;The panel will meet&nbsp;four times between June 2012 – March 2013.&nbsp;</p>",,0,0,0,,0,0,0,"Welsh Government",,http://www.artsandbusiness.org.uk/News/2012/May/cymru-investment-programmes.aspx,"Welsh Government website",
863,20027,13048,"Business Information Services",,"<p>The scheme is available to all businesses and start-ups in Northern Ireland.</p>",,"<p>Business information services gives companies access to market research and business information to help find new customers and markets and to make decisions based on sound commercial intelligence.&nbsp; Requests for research can be made by phone, e-mail or by visiting the information centre.</p>",,0,0,0,,0,0,0,"Invest Northern Ireland (NI)",,http://www.investni.com/,"Invest Northern Ireland (NI) website","Invest NI
Bedford Square, 
Belfast.
BT2 7ES
0800 181 4422
bic@investni.com 

"
864,20028,13049,"Tenders alert service","<p>There is a £120 (inclusive of&nbsp;VAT) charge for this service.</p>","<p>This service is open to established businesses in Northern Ireland with some experience of selling to the public sector.</p>",,"<p>The Tenders alert service enables companies to identify local and international contract opportunities from a wide range of public sector organisations via a daily alerting service.</p><p>Every week Tendertap, a web-based tender alerts service searches about 8,000 opportunities which are gathered from various websites and newspapers, and filters them to alert clients to the opportunities most relevant to them.</p>",,0,0,0,,0,0,0,"Invest Northern Ireland (NI)",,http://www.investni.com/,"Invest Northern Ireland (NI) website","Invest NI
Bedford Square, 
Belfast.
BT2 7ES
0800 181 4422
tenders@investni.com

"
865,20667,13050,"Corporate Health Standard ","<p>It is presented in bronze, silver, gold and platinum categories to public, private and third sector organisations implementing practices to promote the health and well-being of their employees. The free service is delivered by Public Health Wales.</p>","<p>The scheme is aimed at businesses and organisations who employ fewer than 50 people.</p>","<p>Like other workplace quality initiatives, it is a progressive programme and organisations are reassessed every three years. The work to achieve the Corporate Health standard is consistent with the business excellence model, which drives quality and organisational development in many organisations.&nbsp; It has three levels of award (bronze, silver and gold) to recognise each development stage achieved.</p>","<p>The corporate health standard, run by the Welsh Government, is the quality mark for workplace health promotion in Wales.&nbsp; The small workplace health award is the national mark of quality for health and well-being in the workplace, for businesses and organisations employing fewer than 50 people.</p>",,0,50,0,,0,2,0,"Welsh Government",,http://business.wales.gov.uk/bdotg/action/detail?itemId=5001645205&site=230&type=RESOURCES,"Welsh Government website","Welsh Government, 
Sarn Mynach, Llandudno Junction LL31 9RZ
03000 6 03000
businesssupport@wales.gsi.gov.uk
"
866,20030,13051,"Collaborative research and development support service ","<p>Information will be available regarding&nbsp;programmes such as; seventh framework programme (FP7), Horizon 2020 and programmes promoted by the Technology strategy board.</p>","<p>Grant support is available to Invest NI clients and will also require an appraisal. This will determine the eligibility of costs and the final level of support.</p><p>Expertise and advice is open to everyone.</p>",,"<p>This scheme actively promotes collaborative research and development opportunities offered by the European Commission and the Technology strategy board.</p><p>The team provides one-to-one advisory meetings, partner searching assistance and funding to support the preparation of applications.</p>",,0,0,50000,,0,0,0,"Invest Northern Ireland (NI)",,http://www.investni.com/working_collaboratively_support_v3.pdf,"Invest Northern Ireland (NI) website","Invest Northern Ireland (NI)
Bedford Square, Bedford Street, 
Belfast BT2 7ES
0800 181 4422
"
867,20032,13052,"The Jobs Fund - Selective Financial Assistance Measure (SFA)","<p>Support for Jobs Fund is discretionary and subject to Invest NI approval on a case by case basis.</p>","<p>Invest Northern Ireland clients are eligible for the grant.</p>",,"<p>The Jobs Fund SFA Measure provides an employment grant support to eligible businesses to create new, sustainable jobs.</p>",,0,0,7000,,0,1,0,"Invest Northern Ireland",,http://www.boostingbusinessni.com/jobs/,"Invest Northern Ireland website","Invest Northern Ireland
INI HQ
0800 181 4422
"
868,20037,13053,"Jobs Growth Wales - Micro Business Support",,"<p>To be eligible for the scheme jobs must:</p><ul><li>be additional and not substituting an existing post in the business.</li><li>be for a minimum of 25 hours and a maximum of 40 per week.</li><li>have a wage subsidy for 6 months</li></ul><p>During the 6 month period the business may receive human resource development support. On completion of the 6 month period, the young person can enter on-going training within the business.</p>",,"<p>This scheme offers financial support for businesses currently employing 2 – 9 members of staff (Micro business) and an offer of 6 months employment to a young unemployed person.</p>",,24,9,0,,16,2,0,"Welsh Government",,http://business.wales.gov.uk/bdotg/action/detail?itemId=5001975102&site=230&type=ONEOFFPAGE,"Welsh Government website","Welsh Government, Sarn Mynach, Llandudno Junction LL31 9RZ
03000 6 03000
businesssupport@wales.gsi.gov.uk
"
869,20040,13054,"Creative Industry Finance - London",,,,"<p>A pilot programme available in the London area offering a combination of business development support and access to loan finance (up to £25,000) for SMEs operating within the cultural and creative industries.</p>",,0,0,0,,0,0,0,"Arts Council England",,http://www.creativeindustryfinance.org.uk/,"Arts Council England website",
870,20043,13055,"Enterprise as a life",,"<p>To be eligible for the scheme delegates must:</p><ul><li>live in the city of Leicester</li><li>be over 19 years old</li></ul>","<p>The project has annual evaluations and regular one to one sessions with clients.</p>","<p>This scheme is designed to offer individuals advice and discuss in detail the necessary steps to take when setting up a business.</p><p>The project offers the following support:</p><ul><li>initial assessment</li><li>one to one support and guidance throughout the course</li><li>one to one mentoring and specialist consultants provided</li><li>workshops for motivation/confidence building</li><li>workshops for basic business knowledge</li><li>identifying resources/training</li><li>identify referrals and funding</li><li>progress and feedback</li></ul>",,0,0,3000,,228,0,0,"European regional development fund and Leicester City Council",,http://enterpriseasalife.org.uk/,"European regional development fund and Leicester City Council website","Business Box, Oswin road, Leicester, LE3 1HR
01162795011 / 07794601005
sam.larke@b-inspired.org.uk 

"
871,20044,13056,"Supply Chain Management",,"<p>While the one-to-one support is available to Invest NI clients, one-to-many advice is available to non-Invest NI clients.</p>",,"<p>This scheme aims to improve the productivity, competitiveness and sustainability of participating Northern Ireland businesses through creating awareness and understanding of productivity improvement concepts, tools and techniques. This is underpinned by providing facilitation and mentoring to enable businesses to implement sustainable supply chain improvements.</p>",,0,0,0,,0,0,0,"Invest Northern Ireland (NI)",,http://www.investni.com/index/already/maximising/managing_your_supply_chain_.htm,"Invest Northern Ireland (NI) website","Bedford Square,
Bedford Street,
Belfast BT2 7ES
0800 181 4422
bisinfo@investni.com
"
872,20050,13060,"Productivity Improvement ",,,,"<p>The aim is to improve the productivity, competitiveness and sustainability of participating Northern Ireland businesses through creating awareness and understanding of productivity improvement concepts, tools and techniques. This is underpinned by providing work based facilitation and mentoring to enable businesses to implement sustainable productivity improvements. This is achieved by identifying the key business constraints to growth and the development of an appropriate plan to address these constraints and in turn drive productivity improvements.</p><p>While the one-to-one support is available to Invest Northern Ireland clients, one-to-many advice is available to non-Invest Northern Ireland clients.</p>",,0,0,0,,0,0,0,"Invest Northern Ireland",,http://www.investni.com/index/already/maximising.htm,"Invest Northern Ireland website",
873,20079,13075,"Bond Support Scheme","<p>The benefits are:</p><ul><li>the guaranteed bank is able to issue the bond (or procure its issue by an overseas bank) even if it doesn’t have sufficient risk appetite on the&nbsp;exporter for the full amount</li><li>the bank receives a guarantee from us to cover the percentage of the amount due to it if the exporter fails to reimburse the bank following a&nbsp;call being made on the bond by the buyer</li><li>the bank can, for the duration of the guarantee, increase its risk&nbsp;appetite for the exporter</li><li>for advance payment&nbsp;and progress payment bonds, the bank can increase the amount of working capital available to the exporter</li></ul>","<p>The following criteria must be met:</p><ul><li>the guaranteed bank should normally be incorporated in an EU or OECD country and be regulated by a regulator &nbsp;&nbsp;&nbsp;&nbsp; acceptable to UK Export Finance</li><li>the exporter must be carrying on business in the UK</li><li>the bonds required should normally have a value&nbsp;of more than £25,000</li><li>the export contract must have a minimum of 20 per cent UK content</li></ul>",,"<p>Under the scheme UK Export Finance provides partial guarantees to banks under a master bond support agreement in respect of UK exports. Where a bank issues a contract bond (or procures its issue by an overseas bank) in respect of a UK export contract, UK Export Finance can typically guarantee 50 per cent of the value of the bond and up to 80 per cent for advance payment and progress payment bonds.</p><p>The bonds required should normally have a value of more £25,000. UK Export Finance will typically guarantee 50 per cent of the full value of a bond, but for advance payment, progress payment or other cash-related bonds, UK Export Finance may guarantee up to 80 per cent of their value.</p><p><span style=""font-family: 'Arial','sans-serif'; font-size: 9pt; mso-fareast-font-family: 'Times New Roman'; mso-ansi-language: EN; mso-fareast-language: EN-GB; mso-bidi-language: AR-SA;""></span>&nbsp;</p>",,0,0,0,,0,0,25000,"UK Export Finance",,http://www.ukexportfinance.gov.uk/products-and-services/bond-support-scheme/quick-guide-for-exporters-to-the-bond-support-scheme,"UK Export Finance website","Laurence Lily, UK Export Finance 
UK Export Finance
PO Box 2200
2 Exchange Tower
Harbour Exchange Square
London
E14 9GS 

020 7512 7068
cxo@ecgd.gsi.gov.uk
"
874,20204,13077,"Innovating for Growth Programme",,"<p>Businesses must be based in one of the London boroughs and have between two and ten employees.</p>",,"<p>Business support programme to help London-based small to medium sized businesses grow to the next level with tailored expert advice and support worth £10,000 on business strategy and sustainability, branding, intellectual property, developing your product and getting it to the right markets as well as much more.&nbsp;&nbsp;</p>",,0,10,0,,0,2,0,"British Library",,http://www.bl.uk/bipc/growth/innovating.html,"British Library website","Chloe Titcomb
British Library, 96 Euston Road, London, NW1 2DB
0207 412 7901
innovating@bl.uk

"
875,20276,13079,"Mutuals Support Programme","<p>For the purpose of the Mutuals Support Programme, ‘Public Service Mutual’ means an organisation principally made up of individuals who have left the public sector in order to deliver public services (and potentially other services) by way of that organisation, and where employee ownership or engagement has a significant impact on the governance of the organisation. A Public Service Mutual can take a variety of forms in terms of business model, legal structure and membership.</p><p>The Board will consider applications from Public Services Mutuals which have been formed since 2006.</p><p>The Mutuals Support Programme is designed to help promising public service mutuals develop by providing the professional expertise and advice they do not have access to and are not able to fund themselves. We anticipate this will focus primarily on the ‘pre-spin out’ phase, where access to finance can be particularly restricted, but will consider supporting existing spin out public service mutuals.</p><p>By providing this support, the programme will gather and spread learning to prevent others having to ‘re-invent the wheel’ and build a strong evidence base of what works in this innovative area of service delivery.</p><p>The Mutuals Support Programme will contract for business/professional support to groups of employees or organisations. For example this may include advice on:</p><ul><li>HR</li><li>legal</li><li>financial</li><li>tax</li><li>business planning</li></ul><p>The MSP will not provide grants or loan financing. Funding is not available to backfill staff costs or cover cash flow shortages.</p><p>There is no minimum or maximum contract value for the support, but organisations will only be able to receive support within State Aid regulations.</p><p>The MSP will also fund support which will help many organisations/potential organisations tackle a common barrier.</p><p>(NB: As far as possible, Cabinet Office will retain Intellectual Property on support given).</p>","<p><strong>Organisation eligibility:</strong></p><p>At the pre spin-out stage:</p><ul><li>a group of workers currently in the public sector seeking to spin out into a public service mutual which will deliver public services delivering the majority of services in England</li><li>have a potentially viable business post spin-out</li><li>have initial ‘in principle’ support from parent organisation (from which they’ll be spinning out)</li><li>have a committed group of employees (this can be a small number in the initial stages) who want to take forward the project, including those prepared and able to take on a leadership role</li></ul><p>Post spin-out (independent organisation):</p><ul><li>an organisation which has already spun out of the public sector into a mutual which is delivering public services</li><li>delivers the majority of its services in England</li><li>is operating a viable business</li></ul><p><strong>Support eligibility</strong></p><p>At the pre spin-out stage:</p><ul><li>the potential organisation can demonstrate that specific support is necessary to the establishment of the mutual</li><li>other avenues for funding this support (e.g. via parent body, investment or loan financing) have been explored and are not available/appropriate</li><li>provision of the support will benefit others seeking to establish Mutuals (ie the knowledge, experience and resources gathered through support provision can be shared for the benefit others, primarily through the Mutuals Information Service website)</li><li>support would not breach State Aid rules</li><li>a named individual with sufficient knowledge and capacity is available to work with contractors to supply the necessary information to enable them to complete their work</li><li>organisations in receipt of support willing to share their experience and as many of the tools and resources they develop as a result of the support as possible</li></ul><p>Post spin-out:</p><ul><li>the organisation can demonstrate that specific support is necessary to the growth of the mutual</li><li>provision of the support will benefit others seeking to establish Mutuals (ie the knowledge, experience and resources gathered through support provision can be shared for the benefit others, primarily through the Mutuals Information Service website)</li><li>other avenues for funding this support (eg via investment or loan financing) have been explored and are not available/appropriate</li><li>support would not breach State Aid rules</li><li>a named individual with sufficient knowledge and capacity is available to work with contractors to supply the necessary information to enable them to complete their work</li><li>organisations in receipt of support willing to share their experience and as many of the tools and resources they develop as a result of the support as possible</li></ul><p>Common barrier:</p><ul><li>an issue impacting on a number of organisations/potential organisations which generic advice would address</li><li>support would not breach State Aid rules</li><li>other avenues for funding the support have been explored</li></ul>",,"<p>Advice and support to help public service employees spin out of the public sector and set up independent organisations (public service mutuals) with a significant degree of employee engagement which continue to deliver public services. There is no minimum or maximum contract value for the support, but organisations will only be able to receive support within State Aid regulations.</p><p>&nbsp;</p>",,0,0,0,,0,0,0,"Cabinet Office",,http://www.mutuals.cabinetoffice.gov.uk/what-support-available,"Cabinet Office website","Mutuals Team
1 Horse Guards Road, London, SW1A 2HQ
0845 5390 543
mutualsteamcorrespondence@cabinet-office.gsi.gov.uk

"
876,20324,13080,"Sustainable Routes",,"<p>To be eligible businesses must:</p><ul><li>employ fewer than 250 people</li><li>be located in the South East of England&nbsp; (excluding London)</li><li>have a turnover above £75 thousand</li><li>have been trading for at least two years</li></ul>",,"<p>Sustainable Routes can offer a grant of up to £1,000 to businesses who want to cut travel costs and environmental impact by adopting new ways of working.</p>",,0,250,1000,,0,0,0,"Ngage Solutions Limited",,http://www.sustainableroutes.co.uk/,"Ngage Solutions Limited website","Sustainable Routes, The Saunderton Estate, Wycombe Road, Saunderton, Bucks, HP14 4BF
01494 568956
info@sustainableroutes.co.uk"
877,20325,13081,"Business Innovation","<p>Innovation Voucher funding can help your business to:</p><ul><li>procure technical consultancy expertise from the private sector</li><li>implement the findings of review process in areas of new product development, manufacturing and design</li><li>collaborate with universities and colleges and source facilities, equipment and expertise to help solve businesses’ technical problems, allowing innovation</li><li>procure expert services for intellectual property registration, including patents, designs and trademarks</li></ul><p>Innovation specialists can also access research and development funding which is available at varying levels:</p><ul><li>technical and commercial feasibility – to investigate the technological and commercial viability of transforming innovative ideas into new products, processes and technologies</li><li>industrial research – research to acquire new knowledge for the development of new products or technologies, or significant improvements to existing ones</li><li>experimental development – to implement the results of industrial research, including the creation of pre-production prototypes</li><li>exploitation – to assist with the exploitation costs of new products or processes, including marketing, publicity and attendance at trade fairs</li></ul>","<p>Businesses must be at least one year old, have a trading address in Wales.</p>","<p>An innovation specialist will contact the business to scope out possible support for projects within the business and then engage with the team to deliver the appropriate package of innovation and funding support.</p>","<p>Business Innovation is delivered by a team of experienced innovation specialists, design and manufacturing managers and intellectual property (IP) managers, all of whom have proven industrial experience.&nbsp; The programme can assist companies with new product development, manufacturing, design and intellectual property issues and commercialisation.</p><p>Innovation specialists will jointly undertake a review with participating businesses to identify opportunities for innovation and exploitation of intellectual property.&nbsp; Advisors will, based on the review, assist in the procurement of external experts from the private sector, universities of colleges.</p><p>Business Innovation can also part fund the cost of the external experts through an Innovation Voucher worth up to £10,000, with up to £20,000 worth of Innovation Vouchers being allowed to be accessed in any 12 month period.&nbsp; Innovation specialists can also access RD&amp;I funding for businesses.</p><p>Intellectual property managers will be brought in on projects to advise on complex IP issues for a business, help the business to search their field of IP, help them analyse it and their competitors to help identify opportunities. They can also undertake an IP diagnostic to help a business prepare for investment, collaboration activities etc.</p><p>The integrated<strong> </strong>approach to innovation support offered by Business Innovation provides an increased focus on ensuring that new products, processes and technologies are successfully brought to market. Commercialisation advice on potential routes and strategy for exploitation of new products and access to markets is also available under the project.&nbsp;</p>",,0,250,0,,12,2,0,"Welsh Government",,http://business.wales.gov.uk/bdotg/action/detail?itemId=5001459864&site=230&type=RESOURCES,"Welsh Government website","Welsh Government, QED Centre, Main Avenue, Treforest Industrial Estate, Pontypridd, CF37 5YR
03000 6 03000
businesssupport@wales.gsi.gov.uk
"
878,21300,13082,"The European Security Innovation Network - SIGNATURE","<p>Register for free on the website.</p>",,,"<p>This scheme offers support to&nbsp;European Security firms to help&nbsp;identify the expertise, knowledge and business/research opportunities they need to expand and grow their businesses.</p><p>The scheme offers support through:</p><p>Business Opportunities - Information about new contracts, tenders, research opportunities in the Security Sector.<br />Member Directory - A database of Security expertise, that will help you build your professional network.<br />Research - Valuable knowledge about market developments in the European Security Sector.<br />Other online tools that can help organisations collaborate with other like-minded Security Innovators.&nbsp;</p>",,0,0,0,,0,0,0,"Ngage Solutions",,http://www.securityinnovationnetwork.com/,"Ngage Solutions website","Ngage Solutions Limited
The Saunderton Estate
Wycombe Road
Saunderton
HP14 4BF
01494568977"
879,20351,13084,"Outset Bristol","<p>The scheme offers 16 three-hour workshops aimed at taking clients all the way from considering self-employment to starting their own business.</p>","<p>Outset Bristol targets its support at groups ‘ordinarily under-represented in enterprise’. This includes: unemployed, women, BME, under 25s, over 50s, people with physical or mental health problems and people from disadvantaged wards.</p>",,"<p>This scheme offers business start-up support, such as training workshops which are designed to equip clients with the skills and confidence needed to start and grow successful, sustainable enterprises.</p>",,0,0,0,,0,0,0,"Bristol City Council - European Regional Development Fund",,http://www.outsetbristol.co.uk/,"Bristol City Council - European Regional Development Fund website","Outset Bristol, Royal Oak House, Royal Oak Avenue, Prince Street, Bristol, BS1 4GB
0800 032 2903
info@outsetbristol.co.uk"
880,20386,13085,"Get Mentoring",,,,"<p>Get Mentoring is a ground breaking new project to recruit and train 15,000 volunteer business mentors from the small, medium and micro business community via the Small Firms Enterprise Development Initiative (SFEDI).&nbsp; Through Get Mentoring, volunteers receive free training (online, distance or workshop)&nbsp; - the 'Introduction to Enterprise Mentoring' programme, which is delivered by SFEDI accredited trainers.&nbsp; This will ensure you have the skills and knowledge they will need to be an effective enterprise mentor.</p><p>Get Mentoring is about business people helping each other to succeed. We know how important it is for those who have 'been there and done it' to pass on their valuable experience.&nbsp; Mentoring is enormously rewarding and a great way for business owners and entrepreneurs to give something back to the enterprise community. It’s also an opportunity for volunteers to gain a wider understanding of the issues and challenges facing other small businesses and learn new ideas to enhance their own enterprise know-how.</p><p>Business people who want to volunteer can access this free training via <a href=""http://www.getmentoring.org/"">www.getmentoring.org</a>.</p>",,0,0,0,,0,0,0,"SFEDI (Small Firms Enterprise Development Initiative)",,http://www.getmentoring.org,"SFEDI (Small Firms Enterprise Development Initiative) website",
